Date,Close
2008-08-01,0.5065100193023682
2008-08-04,0.5098900198936462
2008-08-05,0.5113499760627747
2008-08-06,0.5132899880409241
2008-08-07,0.5145099759101868
2008-08-08,0.5209100246429443
2008-08-11,0.5230399966239929
2008-08-12,0.5274800062179565
2008-08-13,0.5356799960136414
2008-08-14,0.5357300043106079
2008-08-15,0.5362200140953064
2008-08-18,0.5361899733543396
2008-08-19,0.5353299975395203
2008-08-20,0.5366500020027161
2008-08-21,0.5328599810600281
2008-08-22,0.5393700003623962
2008-08-25,0.5408300161361694
2008-08-26,0.5437099933624268
2008-08-27,0.5447800159454346
2008-08-28,0.5465099811553955
2008-08-29,0.5489100217819214
2008-09-01,0.5582500100135803
2008-09-02,0.5612599849700928
2008-09-03,0.5639200210571289
2008-09-04,0.5677300095558167
2008-09-05,0.5654199719429016
2008-09-08,0.5676199793815613
2008-09-09,0.5674399733543396
2008-09-10,0.5704799890518188
2008-09-11,0.5696099996566772
2008-09-12,0.5579400062561035
2008-09-15,0.556850016117096
2008-09-16,0.5606600046157837
2008-09-17,0.5509600043296814
2008-09-18,0.5508400201797485
2008-09-19,0.546180009841919
2008-09-22,0.5382099747657776
2008-09-23,0.5389400124549866
2008-09-24,0.540690004825592
2008-09-25,0.5433599948883057
2008-09-26,0.5433899760246277
2008-09-29,0.5552200078964233
2008-09-30,0.5611400008201599
2008-10-01,0.5649899840354919
2008-10-02,0.5667300224304199
2008-10-03,0.564329981803894
2008-10-06,0.5736899971961975
2008-10-07,0.5728999972343445
2008-10-08,0.5788699984550476
2008-10-09,0.5852599740028381
2008-10-10,0.5868499875068665
2008-10-13,0.5733000040054321
2008-10-14,0.5741199851036072
2008-10-15,0.5819399952888489
2008-10-16,0.5766000151634216
2008-10-17,0.577970027923584
2008-10-20,0.5837399959564209
2008-10-21,0.5997400283813477
2008-10-22,0.6172500252723694
2008-10-23,0.6162599921226501
2008-10-24,0.6283400058746338
2008-10-27,0.6435400247573853
2008-10-28,0.6215000152587891
2008-10-29,0.61080002784729
2008-10-30,0.6108300089836121
2008-10-31,0.622160017490387
2008-11-03,0.634090006351471
2008-11-04,0.6274700164794922
2008-11-05,0.6311100125312805
2008-11-06,0.6417199969291687
2008-11-07,0.6389399766921997
2008-11-10,0.6395400166511536
2008-11-11,0.6500300168991089
2008-11-12,0.6704699993133545
2008-11-13,0.6708400249481201
2008-11-14,0.6778299808502197
2008-11-17,0.666890025138855
2008-11-18,0.668470025062561
2008-11-19,0.6679999828338623
2008-11-20,0.6785200238227844
2008-11-21,0.6699299812316895
2008-11-24,0.6601099967956543
2008-11-25,0.648169994354248
2008-11-26,0.6521599888801575
2008-11-27,0.6492199897766113
2008-11-28,0.6499800086021423
2008-12-01,0.6727200150489807
2008-12-02,0.6708199977874756
2008-12-03,0.6765000224113464
2008-12-04,0.6810100078582764
2008-12-05,0.6800400018692017
2008-12-08,0.6722699999809265
2008-12-09,0.6775500178337097
2008-12-10,0.6757699847221375
2008-12-11,0.6653800010681152
2008-12-12,0.6689000129699707
2008-12-15,0.6536399722099304
2008-12-16,0.6416000127792358
2008-12-17,0.6448699831962585
2008-12-18,0.6642299890518188
2008-12-19,0.666890025138855
2008-12-22,0.6743999719619751
2008-12-23,0.6782000064849854
2008-12-24,0.6787899732589722
2008-12-25,0.6779699921607971
2008-12-26,0.6856399774551392
2008-12-29,0.6911299824714661
2008-12-30,0.6911799907684326
2008-12-31,0.6823099851608276
2009-01-01,0.678380012512207
2009-01-02,0.6885200142860413
2009-01-05,0.6795300245285034
2009-01-06,0.6705999970436096
2009-01-07,0.6631699800491333
2009-01-08,0.6567299962043762
2009-01-09,0.6588000059127808
2009-01-12,0.674809992313385
2009-01-13,0.6888499855995178
2009-01-14,0.6839500069618225
2009-01-15,0.6815699934959412
2009-01-16,0.6786999702453613
2009-01-19,0.6932200193405151
2009-01-20,0.7205899953842163
2009-01-21,0.7206699848175049
2009-01-22,0.7204399704933167
2009-01-23,0.7255300283432007
2009-01-26,0.7157700061798096
2009-01-27,0.7049000263214111
2009-01-28,0.702750027179718
2009-01-29,0.7003300189971924
2009-01-30,0.6866700053215027
2009-02-02,0.7036299705505371
2009-02-03,0.6926599740982056
2009-02-04,0.6916099786758423
2009-02-05,0.683430016040802
2009-02-06,0.6768199801445007
2009-02-09,0.6731500029563904
2009-02-10,0.6868699789047241
2009-02-11,0.6968600153923035
2009-02-12,0.6997399926185608
2009-02-13,0.6963800191879272
2009-02-16,0.6993899941444397
2009-02-17,0.7022500038146973
2009-02-18,0.7017099857330322
